image_name,DATE,DATE__CONFIDENCE,CITY,CITY__CONFIDENCE,STATE,STATE_CONFIDENCE,ZIP,ZIP_CONFIDENCE
f0000_14.png,08/02/89,88.97463989257812,FLiNT,86.73979187011719,Mi,80.10208892822266,48504,73.82325744628906
f0001_41.png,8-7-89,87.28507995605469,Allendale,89.9468994140625,MI,82.12265014648438,49401,77.60026550292969
f0002_01.png,8-3-89,81.0388412475586,MINDEN CITY,80.87361145019531,mi,35.721473693847656,48456,37.457157135009766
f0003_42.png,08-03-89,87.37740325927734,Charlotte,80.98522186279297,MI,77.61200714111328,48813,71.59803771972656
f0004_09.png,08-03-89,89.59404754638672,Holland,80.3452377319336,Mi,62.76275634765625,49424,58.70267105102539
f0005_26.png,8/2/89,87.9388198852539,,,MICH,75.4864501953125,48092,74.28329467773438
f0006_12.png,8/3/89,87.14127349853516,ST.CLAIR SHORES,43.41228485107422,,,,
f0007_14.png,8-2-89,83.68778228759766,Novi,77.81991577148438,mi,71.38174438476562,48050,68.91295623779297
f0008_45.png,8-2-89,84.33441925048828,ROCHESTER HILLS,76.28803253173828,MI,80.2225341796875,48063,75.88327026367188
f0009_06.png,8/2/89,81.97505187988281,"EAST LANSING,",37.738250732421875,,,,
f0010_18.png,8-2-89,83.892822265625,DETROIT,83.55320739746094,MI.,72.50133514404297,48210,64.68951416015625
f0011_13.png,08/03/89,79.71045684814453,ATLANTA,87.20162963867188,MI.,77.52030181884766,49709,80.42411804199219
f0012_39.png,7/3/89,84.96451568603516,"Cheboygan,",83.12581634521484,mi.,80.59056091308594,49721,77.42695617675781
f0013_38.png,8-3-89,76.22327423095703,Westland,67.19269561767578,Mi,67.04248046875,48.85,55.50403594970703
f0014_19.png,8-2-89,85.515625,DETROiT,84.11085510253906,MICH,84.95805358886719,48214,70.99649047851562
f0015_48.png,8/2/89,78.4714126586914,West Bloomfield,71.9643325805664,M1,69.39886474609375,48322,64.52503204345703
f0016_39.png,8-2-89,80.17412567138672,DETROIT,68.57980346679688,MICH.,70.20532989501953,48203,64.44741821289062
f0017_07.png,8/2/89,79.90402221679688,Port Huron,59.58173370361328,mi,68.49124908447266,48060,53.23509979248047
f0018_13.png,8-2-89,79.4571762084961,DETROIT,70.77200317382812,MI,64.66429138183594,48223,66.51920318603516
f0019_38.png,8-2-89,83.38703155517578,"MILFORD,",76.05904388427734,MICHIGAN,69.28945922851562,48042,48.297454833984375
f0020_08.png,8-3-89,87.07732391357422,"GAMBIER,",76.25175476074219,OHIO,74.50072479248047,43022,66.88908386230469
f0021_34.png,8/5/89,75.65277099609375,Troy,61.20594787597656,Ohio,59.15293884277344,46373,48.63064193725586
f0022_10.png,8/2/89,83.92845916748047,Toledo,78.55191802978516,None,,None,
f0023_08.png,08/08/89,89.18975830078125,Toledo,87.95331573486328,OH,88.00848388671875,43612,80.6600341796875
f0024_24.png,8/3/89,83.16221618652344,TolEdo,74.36881256103516,,,,
f0025_13.png,"August 2, 1989",84.9080581665039,Athens,77.67459869384766,OH,65.93534088134766,45701,55.569915771484375
f0026_17.png,08-04-89,82.90846252441406,CINCINNATI,68.12989807128906,OH,58.43392562866211,45246,51.619720458984375
f0027_29.png,08/05/89,86.0580062866211,"ClevelANd,",79.44071960449219,OHIO,73.16586303710938,44108,66.80427551269531
f0028_05.png,08-05-1989,80.09516906738281,Brunswick,74.33444213867188,Ohio,74.68992614746094,44212,69.24769592285156
f0029_05.png,8-4-89,82.45024871826172,RAVENNA,70.84721374511719,OH.,74.0545883178711,44266,69.15455627441406
f0030_12.png,08/03/89,81.2144775390625,DAYTON,75.75489044189453,OH,67.00334167480469,45410,68.47879028320312
f0031_02.png,August 4. 1989,76.99602508544922,Centerville,77.54088592529297,OH,68.81124877929688,45459,70.53231811523438
f0032_27.png,8/3/89,79.82217407226562,Dayton,69.75300598144531,Ohio,63.79765701293945,4541L,55.3910026550293
f0033_49.png,8-3-89,85.1622314453125,"North Ridgerille, in",56.23811340332031,Ohio,44.750064849853516,44039,36.67039108276367
f0034_08.png,08-04-89,83.08857727050781,CLEVELAND,79.89382934570312,OHIO,76.41289520263672,44130,73.37034606933594
f0035_19.png,08/04/89,85.73650360107422,"ST. CLAIRSVILLE, OH",61.37456130981445,,,43950,76.60518646240234
f0036_39.png,8/3/89,76.92185974121094,BROADVIEW,63.43892288208008,Hts OHio,53.66161346435547,44147,
f0037_16.png,08-03-89,84.36294555664062,MARION,85.48751068115234,None,,None,
f0038_42.png,"AUGUST 3,1989",73.4812240600586,YOUNGSTOWN,66.37743377685547,Hio,50.51768493652344,44511,51.04582214355469
f0039_14.png,8-4-89,84.77466583251953,Wellington,75.04263305664062,DH.,51.65137481689453,44090,50.188697814941406
f0040_25.png,8/3/89,81.87850952148438,Chardon,69.46990203857422,,46.515769958496094,44024,
f0041_30.png,08/03/89,79.96266174316406,CANTON,74.35393524169922,OHIO,66.4530258178711,4498,57.013999938964844
f0042_43.png,8-5-89,84.7428207397461,CINCINNATI,70.32154083251953,OH10,73.07279968261719,45211,60.43543243408203
f0043_10.png,08-04-89,86.14881134033203,"Columbus ,",63.136863708496094,Ga.,60.36720275878906,31909,
f0044_12.png,08 03 89,84.02912902832031,TROY,68.92219543457031,,,,
f0045_12.png,08/03/89,76.04685974121094,Inkster,75.26434326171875,mi,55.17445755004883,48141,52.92376708984375
f0046_20.png,08-02-89,89.95625305175781,WYANDOTTE,84.65784454345703,Mi,77.62744140625,48192,74.03494262695312
f0047_00.png,08/05/89,89.47068786621094,Burghill,81.7156982421875,Ohio,71.18770599365234,44404,51.621036529541016
f0048_00.png,8/3/89,79.24588012695312,None,,OH,43.697242736816406,4523,45.03218460083008
f0049_32.png,8/2/89,85.40680694580078,TOLEDO,79.00225830078125,Ohio,75.9598388671875,43608,68.49678802490234
f0050_10.png,"Aug. 4,1989",84.02777862548828,"Marietta, Ohio",76.36829376220703,None,,45754,64.71592712402344
f0051_42.png,08-04-89,88.47905731201172,Youngstown,78.24893188476562,ohio,71.07279205322266,44505,60.80988693237305
f0052_42.png,8/4/89,79.3090591430664,"HUBBARD,",80.12074279785156,,,,
f0053_23.png,8-3-89,89.23059844970703,willard,85.1754150390625,OHio,79.68585968017578,44890,69.6749038696289
f0054_14.png,8-03-89,87.64368438720703,MANSFIELD,82.43284606933594,OH,75.73123168945312,44905,66.60779571533203
f0055_09.png,8/4/89,82.70706939697266,CLEVELAND,71.70392608642578,,,,
f0056_01.png,08-04-89,83.882080078125,DAYTON,78.6087417602539,OH,66.0482406616211,45405,63.40786361694336
f0057_20.png,8/4/89,87.57975006103516,"Stoneboro,",83.00550842285156,PA.,87.10419464111328,16153,81.5813217163086
f0058_07.png,8-3-89,84.84310913085938,COVINGTON,78.5894775390625,Ky,76.7490005493164,41015,68.90336608886719
f0059_21.png,8/4/89,78.3800277709961,CHATTANOOGA,63.98564529418945,,,,
f0060_43.png,8/5/89,85.42182159423828,Palm Harbor,44.47525405883789,FI,81.02383422851562,3468 3,74.25930786132812
f0061_45.png,Aug 5 1989,83.98475646972656,CalumBus,71.81373596191406,,54.43366241455078,None,
f0062_25.png,08-04-89,88.45529174804688,"Columbus,",80.10771942138672,,,,
f0063_38.png,08-02-89,81.18604278564453,"HARPER WOODS,",69.53515625,Mi,64.56488037109375,48225,65.7576675415039
f0064_04.png,08/05/89,86.95439147949219,Diagnosis,57.42742919921875,Bleen,44.41365051269531,me 48850,37.6568603515625
f0065_00.png,08/02/89,83.03205108642578,DUNDEE,67.31470489501953,MI,79.33021545410156,48131,72.66597747802734
f0066_37.png,8-5-89,82.56044006347656,BATTLE CREEK,69.25025177001953,mi.,60.58695983886719,49017,52.10177230834961
f0067_25.png,None,,None,,,,None,
f0068_00.png,8-2-89,87.07388305664062,Detroit,75.09687042236328,,,,
f0069_14.png,8/9/89,61.96809387207031,"Temperence,",47.006290435791016,MI,40.933006286621094,48182,
f0070_14.png,"AUGUST 8,1989",72.03792572021484,BURBANK,81.326416015625,CA.,78.52242279052734,91506,75.11074829101562
f0071_21.png,8-9-89,84.93791961669922,BORBANK,87.878173828125,CALIF,73.70648193359375,91501,64.90774536132812
f0072_36.png,8/9/89,83.94367980957031,ANAHEIM,81.68817901611328,CA,76.92637634277344,92802,74.37621307373047
f0073_45.png,08/08/89,83.57633972167969,Fullerton,75.63532257080078,CA,69.27107238769531,92633,61.201107025146484
f0074_07.png,08-08-89,81.35460662841797,TEMPLE City,78.15408325195312,Ca,70.15646362304688,91780,72.50147247314453
f0075_46.png,8/8/89,85.7707748413086,LOS ANGALAS,79.10578155517578,CA,63.01327896118164,90023,62.80580139160156
f0076_06.png,8/8/89,78.71005249023438,HOLLAND,66.29658508300781,OH.,55.62384796142578,43528,52.673858642578125
f0077_13.png,8-10-89,85.18526458740234,Lynchburg,78.80746459960938,,,,
f0078_48.png,08/09/1989,89.37706756591797,Washingal,83.38839721679688,Wa,80.6920166015625,98671,74.95011901855469
f0079_06.png,8/5/89,87.45519256591797,"Cooper City,",71.45465850830078,Fl,59.85348129272461,33330,59.9390754699707
f0080_14.png,08/07/89,84.04778289794922,PENBAUSE,74.14608001708984,None,,"PINCS-FL,33026",58.309078216552734
f0081_26.png,08/07/89,86.77718353271484,Larces,84.95040893554688,FL,78.07634735107422,34647,73.94253540039062
f0082_40.png,8/7/89,85.8790054321289,SAFETY HARBOR,85.35386657714844,FL,76.25751495361328,34695,75.05952453613281
f0083_09.png,DATE,84.51527404785156,City,82.0042724609375,State,73.78663635253906,zip,63.71083068847656
f0084_19.png,DATE,50.46913528442383,CITY,44.932376861572266,,,,
f0085_01.png,08-09-89,85.93130493164062,EL CATON,82.46981048583984,CA,69.6679916381836,92021,64.27323913574219
f0086_47.png,8/9/89,73.81356048583984,Castro Valley,58.8969841003418,CA,53.41154479980469,94546,56.071937561035156
f0087_24.png,8/9/89,84.45368957519531,WEST LINN,78.25509643554688,OR,66.56990051269531,97068,58.061729431152344
f0088_22.png,8-5-89,84.05297088623047,"Zephyrhills,",75.10053253173828,FL,64.34660339355469,34249,55.47526931762695
f0089_16.png,08/06/89,83.99382019042969,ARCADIA,83.05108642578125,FL.,77.90457153320312,33821,76.78170013427734
f0090_10.png,8/6/89,86.45150756835938,"Masury,",82.97759246826172,Ohio,82.13045501708984,44438,84.87602233886719
f0091_26.png,08-05-89,81.80093383789062,SILVER CREEK,75.74950408935547,GEORGIA,70.97843933105469,30173,66.50220489501953
f0092_16.png,8/3/89,84.9957504272461,MILFORD,77.23385620117188,mi,67.71895599365234,48042,66.80426788330078
f0093_24.png,"Aug 5,1989",84.32239532470703,GENEVA,74.35183715820312,,,,
f0094_41.png,"Aug. 5,1989",72.00772857666016,Mobile,60.277950286865234,AL.,46.44062423706055,36608,40.952598571777344
f0095_41.png,8-7-89,86.67573547363281,Attalla,86.46489715576172,Al.,80.45915222167969,35954,79.34381103515625
f0096_45.png,08-07-89,87.85220336914062,Detroit,82.4473648071289,Mi,75.16106414794922,48224,64.4230728149414
f0097_05.png,8/4/89,83.26146697998047,Woodstock,79.22569274902344,"GA,",72.5423583984375,30188,70.29173278808594
f0098_33.png,8/2/89,78.90613555908203,CiNCiNNATi,63.2629508972168,OHIO,60.91484451293945,45243,54.99080276489258
f0099_18.png,8-4-89,73.68283081054688,DouglasvILLE,67.62593841552734,GA.,67.74663543701172,30134,68.61671447753906
